127.0.0.1 - - [26/Jul/2018:15:42:56 -0300] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [26/Jul/2018:15:50:05 -0300] "GET /webservices/ebook/item?clienteId=edgar.b@abc.com&pedidoId=2451256&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:15:50:05 -0300] "GET /webservices/ebook/item?clienteId=milhol@mnb.com&pedidoId=2451256&ebookId=SOA HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:15:50:05 -0300] "GET /webservices/ebook/item?clienteId=tatgran@zxc.com&pedidoId=4298608&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:15:50:05 -0300] "GET /webservices/ebook/item?clienteId=jgal@efg.com&pedidoId=6532463&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:17 -0300] "GET /webservices/ebook/item?clienteId=edgar.b@abc.com&pedidoId=2451256&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:17 -0300] "GET /webservices/ebook/item?clienteId=milhol@mnb.com&pedidoId=2451256&ebookId=SOA HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:17 -0300] "GET /webservices/ebook/item?clienteId=tatgran@zxc.com&pedidoId=4298608&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:17 -0300] "GET /webservices/ebook/item?clienteId=jgal@efg.com&pedidoId=6532463&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:49 -0300] "GET /webservices/ebook/item?clienteId=edgar.b@abc.com&pedidoId=2451256&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:49 -0300] "GET /webservices/ebook/item?clienteId=milhol@mnb.com&pedidoId=2451256&ebookId=SOA HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:49 -0300] "GET /webservices/ebook/item?clienteId=tatgran@zxc.com&pedidoId=4298608&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:07:49 -0300] "GET /webservices/ebook/item?clienteId=jgal@efg.com&pedidoId=6532463&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:29:26 -0300] "GET /webservices/ebook/item?clienteId=edgar.b@abc.com&pedidoId=2451256&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:29:26 -0300] "GET /webservices/ebook/item?clienteId=milhol@mnb.com&pedidoId=2451256&ebookId=SOA HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:29:26 -0300] "GET /webservices/ebook/item?clienteId=tatgran@zxc.com&pedidoId=4298608&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:16:29:26 -0300] "GET /webservices/ebook/item?clienteId=jgal@efg.com&pedidoId=6532463&ebookId=ARQ HTTP/1.1" 200 17
127.0.0.1 - - [26/Jul/2018:17:55:50 -0300] "GET /webservices/financeiro?wsdl HTTP/1.1" 200 2023
127.0.0.1 - - [26/Jul/2018:17:55:50 -0300] "GET /webservices/financeiro?xsd=1 HTTP/1.1" 200 1060
127.0.0.1 - - [26/Jul/2018:17:58:04 -0300] "POST /webservices/financeiro HTTP/1.1" 202 -
